timestamp,user_id,country,sex,age_range,device_type,language,product,traffic_source,browser,session_duration_seconds,conversion_action,pages_visited,cart_value,bounce
2025-06-30 14:51:46,user_4054,France,Male,65+,Mobile,ko,Product_16,Direct,Chrome,297,Added to Cart,12,271.66,0
2025-07-26 03:19:20,user_390,Japan,Male,45-54,Desktop,de,Product_4,Organic Search,Opera,22,Initiated Checkout,1,161.14,0
2025-09-12 10:36:22,user_4183,Australia,Other,25-34,Desktop,fr,Product_7,Referral,Safari,32,Purchased,3,17.29006848782765,1
2025-04-25 17:58:35,user_1613,South Korea,Female,65+,Desktop,de,Product_15,Email,Safari,170,Initiated Checkout,7,162.55,1
2025-08-16 07:40:29,user_2273,Canada,Male,55-64,Mobile,en,Product_2,Email,Edge,119,Added to Cart,4,67.66,0
2025-09-24 03:54:20,user_600,Australia,Male,35-44,Desktop,en,Product_3,Referral,Chrome,73,Abandoned Cart,10,50.45,0
2025-07-09 02:41:07,user_1750,South Korea,Male,45-54,Tablet,ja,Product_9,Direct,Opera,104,Added to Cart,12,125.48,0
2024-11-15 03:21:31,user_1262,Canada,Female,18-24,Tablet,pt,Product_5,Social,Chrome,570,Viewed Product,11,236.8,0
2025-07-26 09:17:32,user_3660,Germany,Other,18-24,Mobile,ja,Product_4,Organic Search,Chrome,13,Initiated Checkout,6,123.92,1
2025-05-27 11:28:50,user_2911,South Korea,Male,65+,Mobile,ja,Product_16,Paid Search,Chrome,25,Added to Cart,6,171.66,0
2024-10-27 15:54:45,user_2811,South Korea,Other,55-64,Mobile,de,Product_2,Social,Safari,25,Added to Cart,1,125.69,0
2025-03-05 03:48:15,user_760,UK,Male,65+,Mobile,ja,Product_16,Email,Safari,400,Added to Cart,13,189.13,0
2025-05-21 10:10:46,user_2548,Canada,Female,45-54,Mobile,fr,Product_13,Referral,Safari,569,Abandoned Cart,4,160.52,0
2025-08-22 07:25:25,user_3223,Canada,Male,55-64,Tablet,de,Product_8,Social,Edge,32,Abandoned Cart,1,43.86,0
2025-05-21 16:45:20,user_4646,Brazil,Male,45-54,Tablet,en,Product_2,Social,Opera,14,Viewed Product,8,143.88,0
2025-04-29 14:28:29,user_1152,India,Male,55-64,Desktop,ko,Product_20,Paid Search,Safari,52,Viewed Product,13,89.27,1
2025-08-20 08:38:09,user_1864,Australia,Male,25-34,Mobile,de,Product_19,Direct,Opera,46,Viewed Product,13,81.13,0
2024-11-06 15:55:50,user_1891,Germany,Male,45-54,Desktop,hi,Product_2,Paid Search,Firefox,117,Viewed Product,14,150.3,1
2024-12-08 03:34:11,user_704,Germany,Other,35-44,Tablet,en,Product_9,Social,Firefox,51,Viewed Product,10,256.0,1
2025-08-19 18:40:57,user_69,Brazil,Other,65+,Tablet,es,Product_5,Organic Search,Firefox,14,Viewed Product,13,26.52,0
2025-07-03 09:39:22,user_3749,UK,Male,18-24,Desktop,hi,Product_16,Email,Edge,6,Initiated Checkout,11,106.5,0
2024-10-11 03:40:26,user_3801,USA,Male,45-54,Desktop,ko,Product_3,Organic Search,Firefox,54,Initiated Checkout,4,153.75,0
2025-08-23 22:40:53,user_4890,India,Other,18-24,Desktop,pt,Product_20,Organic Search,Opera,34,Added to Cart,13,236.03,0
2024-12-24 09:21:35,user_2443,USA,Other,25-34,Mobile,ko,Product_12,Social,Opera,111,Viewed Product,13,96.89,1
2025-06-09 09:24:51,user_1895,Japan,Other,18-24,Mobile,ko,Product_13,Email,Safari,162,Abandoned Cart,9,298.23,1
2025-06-21 08:11:25,user_3058,UK,Female,18-24,Mobile,ja,Product_9,Direct,Firefox,131,Added to Cart,14,43.17,0
2024-11-21 15:00:30,user_482,India,Male,65+,Mobile,fr,Product_1,Referral,Opera,35,Purchased,3,205.06215865279725,0
2024-10-29 19:44:36,user_4996,Japan,Female,25-34,Tablet,ja,Product_1,Email,Firefox,49,Abandoned Cart,5,12.39,0
2025-06-28 09:55:15,user_3827,Brazil,Other,18-24,Tablet,en,Product_6,Paid Search,Chrome,119,Viewed Product,3,217.72,1
2025-01-24 06:54:13,user_1870,India,Male,55-64,Tablet,de,Product_9,Referral,Chrome,176,Viewed Product,3,132.88,0
2025-06-18 16:27:59,user_3963,France,Male,18-24,Desktop,ja,Product_12,Direct,Opera,416,Added to Cart,1,68.27,1
2025-03-26 03:50:56,user_1308,South Korea,Female,55-64,Mobile,ja,Product_5,Social,Safari,26,Viewed Product,9,234.42,1
2025-03-18 06:41:52,user_2842,USA,Female,65+,Tablet,hi,Product_13,Email,Edge,78,Viewed Product,14,147.68,1
2025-07-24 00:32:54,user_3282,USA,Male,25-34,Desktop,ko,Product_3,Social,Firefox,255,Viewed Product,8,269.87,0
2024-12-24 23:37:00,user_1761,Canada,Other,65+,Mobile,fr,Product_17,Email,Edge,120,Viewed Product,6,89.74,0
2024-11-04 14:56:50,user_2548,Germany,Other,45-54,Mobile,en,Product_16,Organic Search,Edge,441,Abandoned Cart,14,21.24,0
2025-02-16 11:28:53,user_1491,South Korea,Female,45-54,Tablet,fr,Product_14,Email,Edge,0,Purchased,11,45.9721663240451,0
2025-07-29 11:01:19,user_4846,UK,Male,35-44,Desktop,ko,Product_16,Direct,Firefox,208,Added to Cart,10,16.57,0
2025-01-29 03:01:42,user_1809,Brazil,Other,25-34,Mobile,es,Product_5,Social,Edge,64,Viewed Product,1,159.16,1
2025-09-14 19:47:32,user_3026,UK,Female,45-54,Desktop,en,Product_9,Social,Edge,58,Initiated Checkout,7,226.1,0
2025-04-18 11:28:58,user_2224,UK,Male,65+,Tablet,pt,Product_20,Organic Search,Opera,494,Initiated Checkout,11,157.06,0
2025-07-04 10:21:25,user_4961,Japan,Other,18-24,Mobile,fr,Product_16,Paid Search,Opera,10,Purchased,11,102.21960003247624,0
2024-12-04 23:48:08,user_1473,Canada,Male,35-44,Tablet,hi,Product_17,Email,Firefox,194,Viewed Product,12,137.37,0
2024-11-15 04:43:18,user_1262,Japan,Female,55-64,Tablet,ja,Product_11,Email,Chrome,48,Viewed Product,1,95.59,1
2025-04-19 20:00:16,user_3840,Brazil,Male,45-54,Mobile,en,Product_13,Paid Search,Opera,52,Viewed Product,3,146.98,1
2025-03-28 17:32:42,user_1620,India,Other,55-64,Tablet,en,Product_19,Paid Search,Chrome,277,Viewed Product,5,277.0,1
2025-05-11 17:23:16,user_2874,Canada,Female,45-54,Mobile,en,Product_4,Social,Edge,81,Added to Cart,8,281.36,1
2024-12-21 02:26:48,user_1171,USA,Other,35-44,Tablet,es,Product_7,Paid Search,Edge,34,Added to Cart,1,189.75,0
2025-01-27 02:05:05,user_543,India,Other,18-24,Desktop,ja,Product_13,Social,Firefox,165,Viewed Product,3,280.2,1
2025-07-25 21:46:17,user_1656,Australia,Female,18-24,Desktop,en,Product_14,Organic Search,Opera,41,Added to Cart,2,0.22,1
2024-10-14 15:28:42,user_1738,Canada,Male,35-44,Mobile,fr,Product_8,Referral,Firefox,13,Viewed Product,13,234.67,1
2025-08-15 02:29:07,user_1841,Brazil,Male,25-34,Desktop,hi,Product_19,Organic Search,Chrome,152,Added to Cart,11,258.53,0
2025-05-27 02:37:48,user_91,Canada,Male,25-34,Desktop,en,Product_18,Referral,Safari,122,Added to Cart,12,104.05,1
2025-06-29 20:19:04,user_604,Brazil,Other,45-54,Tablet,es,Product_10,Direct,Opera,135,Viewed Product,11,150.82,0
2025-02-02 18:15:25,user_3595,UK,Female,25-34,Tablet,de,Product_1,Email,Firefox,85,Added to Cart,9,160.89,0
2025-01-08 18:13:28,user_397,UK,Other,55-64,Mobile,hi,Product_20,Paid Search,Firefox,371,Added to Cart,3,125.58,0
2025-05-30 06:38:24,user_3535,Germany,Other,25-34,Desktop,es,Product_18,Paid Search,Opera,52,Added to Cart,7,136.12,0
2024-12-29 16:09:33,user_1058,Australia,Male,45-54,Desktop,fr,Product_2,Direct,Firefox,76,Added to Cart,13,51.44,0
2025-01-07 14:51:54,user_2086,South Korea,Female,45-54,Tablet,fr,Product_12,Referral,Firefox,44,Initiated Checkout,12,219.03,0
2024-12-05 00:33:17,user_136,France,Male,18-24,Desktop,en,Product_8,Referral,Opera,90,Added to Cart,12,61.08,0
2025-09-19 23:27:05,user_3628,UK,Female,18-24,Tablet,ja,Product_16,Direct,Opera,16,Initiated Checkout,2,120.2,1
2025-06-18 11:57:46,user_2920,Brazil,Female,65+,Tablet,es,Product_11,Social,Safari,71,Viewed Product,13,138.59,1
2025-03-29 16:46:53,user_4975,Australia,Other,18-24,Desktop,hi,Product_2,Paid Search,Opera,37,Added to Cart,10,10.92,0
2025-09-22 10:57:03,user_3128,USA,Male,55-64,Desktop,ko,Product_9,Email,Safari,7,Purchased,13,249.14020980546974,1
2025-09-21 05:32:10,user_3688,France,Female,55-64,Mobile,es,Product_3,Direct,Firefox,104,Added to Cart,14,39.08,0
2025-01-26 19:23:41,user_2884,South Korea,Male,55-64,Mobile,hi,Product_14,Social,Chrome,249,Added to Cart,9,289.43,0
2024-11-10 21:51:44,user_4187,Germany,Other,65+,Desktop,ko,Product_15,Social,Firefox,154,Viewed Product,12,58.96,0
2025-04-24 17:18:44,user_3847,India,Other,65+,Desktop,ko,Product_18,Referral,Firefox,2,Abandoned Cart,5,24.79,1
2025-04-06 08:02:00,user_485,Japan,Other,18-24,Desktop,fr,Product_2,Social,Firefox,27,Viewed Product,9,2.04,0
2025-07-26 17:55:58,user_836,France,Other,35-44,Mobile,pt,Product_15,Direct,Edge,279,Added to Cart,2,240.82,1
2025-06-01 11:11:12,user_1706,Australia,Other,35-44,Tablet,es,Product_11,Referral,Edge,48,Viewed Product,13,22.17,0
2025-03-11 15:26:58,user_2189,UK,Female,18-24,Tablet,ko,Product_15,Direct,Firefox,82,Initiated Checkout,6,216.77,0
2025-08-22 03:10:31,user_4156,Brazil,Male,25-34,Mobile,es,Product_2,Social,Safari,140,Viewed Product,12,144.06,0
2025-09-16 03:49:17,user_4123,Brazil,Other,25-34,Mobile,en,Product_6,Email,Safari,219,Added to Cart,14,154.89,0
2024-11-09 21:06:40,user_1506,UK,Female,35-44,Tablet,ja,Product_3,Social,Opera,4,Purchased,7,252.44359642328638,0
2025-01-22 03:23:02,user_4156,USA,Female,18-24,Tablet,ko,Product_1,Referral,Safari,0,Viewed Product,7,140.46,0
2025-09-12 13:15:45,user_3764,Australia,Male,55-64,Mobile,de,Product_17,Organic Search,Edge,200,Initiated Checkout,5,174.51,0
2025-09-25 03:36:26,user_3025,Brazil,Female,65+,Desktop,ko,Product_10,Direct,Firefox,83,Added to Cart,5,130.76,0
2025-05-24 06:29:35,user_332,Canada,Other,45-54,Tablet,hi,Product_16,Social,Opera,359,Viewed Product,7,34.37,0
2024-12-04 12:06:47,user_2328,France,Female,25-34,Desktop,ko,Product_12,Organic Search,Safari,137,Viewed Product,3,43.7,0
2025-05-19 13:59:54,user_4307,UK,Male,35-44,Mobile,fr,Product_9,Referral,Edge,92,Viewed Product,11,181.01,0
2025-06-12 02:57:15,user_3264,UK,Other,25-34,Mobile,ko,Product_1,Referral,Firefox,234,Abandoned Cart,6,20.44,0
2024-10-20 18:37:59,user_4770,Germany,Other,25-34,Tablet,ko,Product_6,Referral,Safari,227,Added to Cart,10,224.2,0
2025-07-06 06:02:58,user_879,France,Other,35-44,Desktop,ko,Product_20,Social,Firefox,13,Purchased,3,337.86565074624366,0
2024-11-29 02:39:44,user_3191,Germany,Male,45-54,Mobile,fr,Product_18,Paid Search,Firefox,62,Viewed Product,10,28.88,0
2025-03-05 05:14:37,user_4521,South Korea,Male,35-44,Desktop,pt,Product_19,Paid Search,Opera,127,Purchased,8,189.31153198033945,0
2024-11-07 07:50:11,user_4556,Germany,Male,25-34,Mobile,ko,Product_12,Paid Search,Edge,63,Initiated Checkout,1,79.94,0
2025-01-09 00:55:02,user_2851,India,Male,65+,Mobile,en,Product_4,Email,Edge,21,Viewed Product,3,137.88,0
2024-12-20 04:19:19,user_4384,Japan,Male,25-34,Mobile,de,Product_20,Social,Safari,85,Abandoned Cart,14,202.39,0
2024-10-12 06:36:40,user_3613,France,Female,35-44,Desktop,hi,Product_17,Social,Edge,59,Abandoned Cart,6,236.38,0
2025-06-07 00:18:19,user_915,India,Female,65+,Tablet,pt,Product_2,Organic Search,Opera,393,Initiated Checkout,6,64.34,1
2025-07-04 14:43:50,user_2316,UK,Other,55-64,Desktop,hi,Product_15,Paid Search,Chrome,209,Viewed Product,7,57.15,0
2025-04-13 13:42:55,user_4586,UK,Male,55-64,Mobile,hi,Product_12,Referral,Edge,3,Purchased,13,422.1159120171525,0
2025-07-25 14:14:07,user_996,South Korea,Female,25-34,Mobile,es,Product_4,Email,Firefox,45,Abandoned Cart,10,162.98,1
2025-07-21 10:17:18,user_4465,Australia,Male,55-64,Mobile,de,Product_3,Paid Search,Opera,121,Viewed Product,13,57.55,0
2025-09-23 07:14:40,user_4245,Brazil,Female,35-44,Mobile,pt,Product_14,Referral,Edge,118,Purchased,3,60.3310774413177,0
2025-05-05 06:06:50,user_1768,UK,Other,35-44,Desktop,es,Product_19,Email,Edge,156,Viewed Product,7,41.76,0
2025-06-30 02:18:07,user_1949,USA,Other,18-24,Mobile,en,Product_13,Paid Search,Edge,91,Purchased,4,0.5112057194471811,0
2025-01-04 11:18:02,user_3292,India,Female,18-24,Desktop,en,Product_8,Organic Search,Edge,23,Initiated Checkout,12,281.88,0
2025-02-06 00:17:16,user_1611,USA,Male,45-54,Tablet,pt,Product_14,Social,Chrome,48,Viewed Product,2,271.57,0
2025-04-13 15:24:15,user_776,Japan,Other,45-54,Tablet,pt,Product_16,Organic Search,Chrome,22,Purchased,13,147.6317242413101,0
2025-09-19 14:14:41,user_1915,India,Other,25-34,Desktop,es,Product_9,Social,Opera,22,Purchased,9,526.7800507069151,0
2025-04-09 10:24:32,user_3431,Japan,Female,55-64,Mobile,es,Product_20,Email,Edge,70,Purchased,13,467.90225399449884,1
2025-05-14 08:29:11,user_4180,USA,Other,55-64,Desktop,pt,Product_4,Organic Search,Safari,9,Purchased,6,348.18981162302157,0
2024-11-30 21:21:39,user_513,Australia,Male,18-24,Desktop,pt,Product_2,Referral,Edge,60,Initiated Checkout,4,90.91,0
2025-08-22 07:32:57,user_1602,Australia,Female,25-34,Mobile,fr,Product_2,Organic Search,Chrome,18,Viewed Product,14,109.7,1
2025-02-06 20:47:31,user_2406,Brazil,Other,45-54,Desktop,es,Product_1,Email,Safari,29,Added to Cart,2,131.46,0
2025-08-05 11:54:42,user_594,UK,Female,35-44,Tablet,pt,Product_9,Referral,Firefox,224,Initiated Checkout,3,77.79,0
2025-01-12 12:49:17,user_4384,Japan,Female,45-54,Mobile,hi,Product_16,Direct,Firefox,11,Added to Cart,6,147.58,0
2024-12-27 05:21:44,user_2667,France,Female,65+,Tablet,es,Product_4,Email,Chrome,140,Added to Cart,13,110.28,0
2024-11-30 10:12:08,user_580,Germany,Female,18-24,Mobile,pt,Product_19,Email,Opera,38,Viewed Product,11,202.8,0
2025-08-14 22:49:40,user_1486,UK,Female,35-44,Tablet,en,Product_19,Email,Chrome,12,Added to Cart,14,11.59,1
2025-09-20 12:15:42,user_4092,France,Other,55-64,Desktop,ko,Product_8,Organic Search,Edge,110,Abandoned Cart,6,275.21,1
2024-12-03 20:09:32,user_1543,UK,Female,35-44,Desktop,ja,Product_6,Paid Search,Edge,26,Viewed Product,10,40.13,0
2025-08-05 06:24:04,user_2211,Japan,Male,45-54,Desktop,fr,Product_14,Direct,Chrome,221,Viewed Product,3,106.83,0
2025-04-11 19:10:50,user_4765,India,Male,25-34,Desktop,hi,Product_9,Paid Search,Firefox,63,Abandoned Cart,14,65.21,0
2024-10-30 15:06:16,user_4550,UK,Female,35-44,Mobile,hi,Product_9,Social,Opera,158,Abandoned Cart,2,38.21,1
2025-04-14 10:07:59,user_3232,Brazil,Female,25-34,Tablet,es,Product_13,Direct,Firefox,219,Viewed Product,7,133.44,0
2024-10-17 15:46:55,user_734,Germany,Male,25-34,Desktop,ja,Product_20,Direct,Chrome,69,Viewed Product,3,70.52,1
2024-11-03 00:44:17,user_3244,Australia,Other,18-24,Mobile,es,Product_9,Referral,Chrome,191,Viewed Product,9,33.91,0
2025-04-03 01:46:44,user_4396,Japan,Male,55-64,Mobile,de,Product_20,Organic Search,Chrome,108,Initiated Checkout,12,243.63,1
2024-12-21 13:46:03,user_4705,Germany,Female,35-44,Tablet,ko,Product_8,Paid Search,Edge,30,Purchased,9,444.2132322536245,0
2025-09-19 01:01:28,user_3790,Germany,Male,35-44,Mobile,fr,Product_15,Direct,Chrome,27,Viewed Product,11,241.09,0
2025-08-26 05:00:40,user_4011,Australia,Female,25-34,Desktop,pt,Product_19,Referral,Opera,11,Abandoned Cart,4,10.18,0
2025-06-24 14:19:21,user_3992,Germany,Male,18-24,Desktop,fr,Product_7,Organic Search,Safari,190,Viewed Product,11,168.08,0
2024-10-27 08:49:04,user_616,Brazil,Male,65+,Desktop,hi,Product_8,Organic Search,Edge,401,Added to Cart,10,172.86,0
2025-02-09 19:18:46,user_925,Japan,Other,65+,Tablet,en,Product_17,Referral,Safari,33,Added to Cart,6,109.31,0
2024-12-09 04:44:10,user_1075,France,Female,25-34,Desktop,ja,Product_16,Paid Search,Safari,31,Added to Cart,5,298.59,0
2024-11-23 03:35:40,user_2338,India,Male,45-54,Desktop,ja,Product_1,Referral,Opera,413,Initiated Checkout,12,47.73,0
2025-07-28 15:12:18,user_1321,Germany,Male,45-54,Mobile,es,Product_16,Paid Search,Edge,191,Viewed Product,8,32.13,0
2025-04-28 16:12:34,user_3605,USA,Male,65+,Desktop,de,Product_6,Direct,Opera,19,Viewed Product,3,205.29,1
2025-05-17 05:48:29,user_1690,Canada,Other,18-24,Tablet,es,Product_2,Social,Opera,12,Added to Cart,13,144.57,1
2025-06-01 06:25:53,user_2523,Japan,Other,45-54,Tablet,ko,Product_14,Referral,Edge,106,Initiated Checkout,11,128.94,0
2025-02-13 15:03:01,user_4706,Japan,Male,25-34,Mobile,pt,Product_13,Social,Opera,20,Viewed Product,5,179.03,0
2025-05-27 03:56:20,user_2532,France,Male,65+,Mobile,es,Product_14,Social,Chrome,52,Viewed Product,8,95.71,0
2024-11-23 10:13:12,user_1641,South Korea,Other,55-64,Mobile,de,Product_12,Direct,Chrome,45,Viewed Product,7,80.06,0
2025-06-30 19:02:28,user_1806,France,Other,65+,Tablet,es,Product_19,Paid Search,Chrome,185,Initiated Checkout,2,56.05,0
2025-02-01 09:02:48,user_901,Germany,Other,18-24,Desktop,hi,Product_8,Email,Opera,227,Initiated Checkout,2,12.5,1
2025-05-21 20:59:03,user_3371,Japan,Female,18-24,Desktop,es,Product_18,Organic Search,Chrome,12,Purchased,8,204.3108939121003,1
2024-12-24 12:43:09,user_1860,Japan,Male,45-54,Tablet,fr,Product_10,Organic Search,Safari,78,Viewed Product,11,218.36,0
2025-07-12 17:07:22,user_2435,Japan,Male,65+,Desktop,ko,Product_10,Paid Search,Edge,149,Purchased,14,18.113291910615267,0
2025-09-02 16:10:34,user_1163,Australia,Other,25-34,Tablet,de,Product_1,Email,Safari,231,Viewed Product,13,49.67,1
2025-04-16 19:37:18,user_1185,Germany,Female,18-24,Mobile,fr,Product_9,Paid Search,Chrome,87,Initiated Checkout,7,163.11,1
2024-12-29 10:56:51,user_3624,Canada,Female,25-34,Mobile,de,Product_12,Email,Safari,132,Initiated Checkout,7,124.49,0
2024-12-25 23:47:59,user_2830,UK,Male,18-24,Mobile,es,Product_18,Social,Firefox,172,Viewed Product,12,61.65,0
2025-07-03 07:25:46,user_1010,UK,Male,45-54,Tablet,hi,Product_17,Email,Chrome,104,Viewed Product,10,273.58,0
2025-06-06 12:32:02,user_2295,Japan,Other,65+,Desktop,en,Product_16,Social,Firefox,27,Viewed Product,10,149.63,0
2025-08-04 20:57:35,user_4300,UK,Male,25-34,Desktop,en,Product_2,Organic Search,Opera,19,Added to Cart,5,116.35,1
2025-02-13 23:46:40,user_4234,Japan,Male,35-44,Tablet,ko,Product_3,Referral,Opera,44,Purchased,3,55.60286051414259,1
2024-11-25 22:32:31,user_4371,Australia,Other,25-34,Tablet,fr,Product_15,Organic Search,Chrome,185,Viewed Product,8,288.2,0
2025-02-08 13:09:52,user_3752,France,Male,25-34,Desktop,ko,Product_16,Social,Chrome,30,Initiated Checkout,10,97.82,0
2025-03-19 15:32:47,user_4999,South Korea,Female,45-54,Mobile,pt,Product_12,Social,Edge,151,Abandoned Cart,9,147.92,1
2025-05-09 16:48:33,user_4191,India,Male,25-34,Mobile,ja,Product_7,Paid Search,Safari,55,Purchased,14,45.44657961910112,0
2025-06-12 01:31:18,user_2311,Germany,Female,25-34,Desktop,fr,Product_8,Organic Search,Firefox,68,Initiated Checkout,11,154.28,0
2025-01-03 23:46:30,user_3511,Japan,Other,45-54,Tablet,fr,Product_4,Organic Search,Firefox,291,Viewed Product,7,200.51,1
2025-06-23 15:13:44,user_1557,Germany,Male,25-34,Tablet,hi,Product_4,Direct,Opera,65,Added to Cart,13,32.3,0
2025-03-20 21:27:50,user_2534,Australia,Male,55-64,Tablet,ja,Product_6,Social,Safari,99,Viewed Product,6,101.39,0
